id,tag,perturbation,gt,pred,char_accuracy,plate_accuracy,trace_hash,total_ms,search_ms,segment_count,expected_count,overlap_pen,density,density_pen,blocking,selected_boxes
test_004288_broken_ADC981,scoring__blocking_gap_ratio__plus,broken,ADC981,ADC91,0.8333333333333334,0.0,bfd77aacff3040fb06fb214a538f11046330396f6f7e93eb247853d0de48d274,651.2897694483399,0.4508327692747116,6,6,0.0,0.104375,0.0,0,"[[25,20,21,28],[59,21,24,28],[96,20,22,29],[140,20,20,29],[174,19,19,29],[208,20,18,28]]"
test_004288_broken_ADC981,scoring__rho_max__minus,broken,ADC981,ADC91,0.8333333333333334,0.0,833ae9567be62059fbe4d3653087336a11d6f54379ff6a5616b1947c70689d58,734.353699721396,0.4674335941672325,6,6,0.0,0.104375,0.0,0,"[[25,20,21,28],[59,21,24,28],[96,20,22,29],[140,20,20,29],[174,19,19,29],[208,20,18,28]]"
test_004288_broken_ADC981,scoring__rho_max__plus,broken,ADC981,ADC91,0.8333333333333334,0.0,db31b95c4b2f201c53e3dc5acbcb940cb58bb995923a2abf6fdea6036e5b245d,655.7053225114942,3.43219842761755,6,6,0.0,0.104375,0.0,0,"[[25,20,21,28],[59,21,24,28],[96,20,22,29],[140,20,20,29],[174,19,19,29],[208,20,18,28]]"
test_004288_broken_ADC981,scoring__w_overlap__minus,broken,ADC981,ADC91,0.8333333333333334,0.0,6b59d57f0f86af55a7426ca754c6b5b9d4170e21dd1139acb558faf539621538,611.6015706211329,0.46236347407102585,6,6,0.0,0.104375,0.0,0,"[[25,20,21,28],[59,21,24,28],[96,20,22,29],[140,20,20,29],[174,19,19,29],[208,20,18,28]]"
test_004288_broken_ADC981,scoring__w_overlap__plus,broken,ADC981,ADC91,0.8333333333333334,0.0,76070f81bfe7ad9fdf5b452ea301360517629eba9fe5e0acea22d562e98b8995,566.4769597351551,0.46331528574228287,6,6,0.0,0.104375,0.0,0,"[[25,20,21,28],[59,21,24,28],[96,20,22,29],[140,20,20,29],[174,19,19,29],[208,20,18,28]]"
test_004288_broken_ADC981,scoring__w_prior__minus,broken,ADC981,ADC91,0.8333333333333334,0.0,ab327588d950392ded62de68e1402bff59374efc06804a0f4248ec46c992b3e3,626.180780120194,0.45472942292690277,6,6,0.0,0.104375,0.0,0,"[[25,20,21,28],[59,21,24,28],[96,20,22,29],[140,20,20,29],[174,19,19,29],[208,20,18,28]]"
test_004288_broken_ADC981,scoring__w_prior__plus,broken,ADC981,ADC91,0.8333333333333334,0.0,bbe18f01692c5097682dfc2646d5b40a28b55942d31d1fa48e1761df2a02f626,602.8354428708553,0.4494599997997284,6,6,0.0,0.104375,0.0,0,"[[25,20,21,28],[59,21,24,28],[96,20,22,29],[140,20,20,29],[174,19,19,29],[208,20,18,28]]"
test_004608_clean_BJG869,cut__max_column_sum_quantile__minus,clean,BJG869,BJG89,0.8333333333333334,0.0,37b04e7e956bff0ed3b285a500be094f9027016a0a0f481bd8424c8180bee172,554.5462360605597,0.49283169209957123,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,cut__max_column_sum_quantile__plus,clean,BJG869,BJG89,0.8333333333333334,0.0,4da941cc066b43c21a723c33f3c28adf9007e9d9597a909bc4c171e6d0db6853,624.6296484023333,0.4703691229224205,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,cut__min_rel_width_for_split__minus,clean,BJG869,BJG89,0.8333333333333334,0.0,dff2b8b7bc63fb8763602fa3432fe9c192e71d02b256aec1e39e61d48d5ea6bc,612.0458720251918,0.46635232865810394,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,cut__min_rel_width_for_split__plus,clean,BJG869,BJG89,0.8333333333333334,0.0,49ee9e8602b3470b37f8aa76edab0f0f4ac529ba11668c50a3b54286ab4bfad7,599.248337559402,0.4418957978487015,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,reference,clean,BJG869,BJG89,0.8333333333333334,0.0,6fbc17bdc87a1265e3394f8cc4592626f7e5bd71840f0637ab7c4894d3f8f80e,639.522691257298,0.46120211482048035,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,scoring__blocking_gap_ratio__minus,clean,BJG869,BJG89,0.8333333333333334,0.0,92db3e40938dff75986f4292bfb96e5d5d71fc8e3f7d801d03f9bdbeee0b86ab,651.6578169539571,0.45099202543497086,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,scoring__blocking_gap_ratio__plus,clean,BJG869,BJG89,0.8333333333333334,0.0,41320d4df05f74f5a354c4672998dae9d29c36c55586e9a2277e59dd9e10bd70,669.3630814552307,0.36121346056461334,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,scoring__rho_max__minus,clean,BJG869,BJG89,0.8333333333333334,0.0,e0f2db85dc72215c8f2c180152f7efecba103847aaada23e323077ad02c1ca52,554.6145997941494,0.4662610590457916,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,scoring__rho_max__plus,clean,BJG869,BJG89,0.8333333333333334,0.0,151ba77b777f03c495e4cc2c2e83676ce863a5ade714a9569f12f3391d5dfd15,634.4725787639618,0.46987831592559814,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,scoring__w_overlap__minus,clean,BJG869,BJG89,0.8333333333333334,0.0,f5cd831efd8f3e9afcfda067c7641819fe0a99967aba8ab038b8ccefe62122e4,546.1733229458332,0.45291613787412643,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,scoring__w_overlap__plus,clean,BJG869,BJG89,0.8333333333333334,0.0,1840db05bafe8f61a0e8f351a6567447143b5bb209bfc308965246e72cc64f33,661.078660748899,0.4742974415421486,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,scoring__w_prior__minus,clean,BJG869,BJG89,0.8333333333333334,0.0,9fdb74502764032a27849ebcf75cac0fb3e69308693f4bd97bb7a8669e282d69,596.2797496467829,0.45927800238132477,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004608_clean_BJG869,scoring__w_prior__plus,clean,BJG869,BJG89,0.8333333333333334,0.0,3a946f8bb6e6ec66e9b815b2412bd6cac1dce88695372417a46d6edc36aefff2,658.0975502729416,0.44468045234680176,6,6,0.0,0.15552083333333333,0.0,0,"[[18,18,24,33],[52,19,13,42],[83,19,28,34],[135,17,23,34],[172,17,23,34],[208,18,24,34]]"
test_004782_touch_KHV656,cut__max_column_sum_quantile__minus,touch,KHV656,KH656,0.8333333333333334,0.0,415a07a3680147c712cb702b58c9e77d39b7c7673db226efffb5453ff6dd384b,616.415161639452,0.46547967940568924,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,cut__max_column_sum_quantile__plus,touch,KHV656,KH656,0.8333333333333334,0.0,e8335e98962372f90fc9caf277ae9b64abb924900377bff8aaa63b8ef37bfbb3,586.7290385067463,0.4112180322408676,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,cut__min_rel_width_for_split__minus,touch,KHV656,KH656,0.8333333333333334,0.0,ede48d6fe8192f1422598c4c72c8edf414796eb733609ef0605727bd6c9f1e95,626.3283472508192,0.44707488268613815,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,cut__min_rel_width_for_split__plus,touch,KHV656,KH656,0.8333333333333334,0.0,aa3f92ebaa5f8211fc6d3803a32005d9747126ece68aee16864e0189156cbadf,647.7283267304301,0.45054033398628235,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,reference,touch,KHV656,KH656,0.8333333333333334,0.0,6351d9cce1cedc5e7fc5956dd6752dd864deb8898c0a5d8741a363bb3dc5493f,590.8283265307546,0.44615287333726883,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,reference_repeat,touch,KHV656,KH656,0.8333333333333334,0.0,7edce6f6f31df02066f0c766b196b59202ce81ac5309cb479572e6d23b57bfac,566.2809992209077,0.45707356184720993,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,scoring__blocking_gap_ratio__minus,touch,KHV656,KH656,0.8333333333333334,0.0,834b1b521bbad3b357d3434122c895c450775dfe9e520fa267cc2c88751c41b3,673.4155854210258,0.47175120562314987,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,scoring__blocking_gap_ratio__plus,touch,KHV656,KH656,0.8333333333333334,0.0,d7536d09be1c03a1d5ab4570c77695ac1dc286a080fd82babbd5fbd7c77b80b1,633.1434277817607,3.5023698583245277,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,scoring__rho_max__minus,touch,KHV656,KH656,0.8333333333333334,0.0,70b128442ea4c72bc59f76b27ccb40991119ed273535e5cfbd827292a1365850,596.7974048107862,0.45806635171175003,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,scoring__rho_max__plus,touch,KHV656,KH656,0.8333333333333334,0.0,848f896fcdf1ce50ac6df12baed4a53acf1257810b1022169f9a612606c5a3c4,645.5551460385323,0.4437193274497986,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,scoring__w_overlap__minus,touch,KHV656,KH656,0.8333333333333334,0.0,2f8a93423e642f1c2def8569c20544ab1c214458031cbe601587c87dee26e485,641.4132611826062,0.468977726995945,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,scoring__w_overlap__plus,touch,KHV656,KH656,0.8333333333333334,0.0,ea11b24f90c4820661105ce687a402a091708029639c201b6bf4cdebd793f75e,655.2966115996242,0.4557613283395767,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,scoring__w_prior__minus,touch,KHV656,KH656,0.8333333333333334,0.0,d11c85cd047a3bae5bee07c0acbc51240f6f603961752b339b38c82dc62f129b,690.8057099208236,0.44217612594366074,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004782_touch_KHV656,scoring__w_prior__plus,touch,KHV656,KH656,0.8333333333333334,0.0,e95531f5023cb4710821c1703189c7535a0331727e6d221d2cf8f317a0bebc17,634.8812934011221,0.47418568283319473,6,6,0.0,0.2646875,0.0,0,"[[17,15,32,36],[54,16,30,36],[89,17,34,36],[136,16,27,37],[170,15,25,37],[202,16,27,37]]"
test_004935_touch_KVO394,cut__max_column_sum_quantile__minus,touch,KVO394,KVO394,1.0,1.0,8fb1145fff34d1493ab630a3230694f5143384835ae830f5fecb11488ddd2154,580.9865547344089,0.42678695172071457,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,cut__max_column_sum_quantile__plus,touch,KVO394,KVO394,1.0,1.0,44cfd5b87e275bb66f6ed8b1b7b683965eb6fea129ed47e113c5a8718afb4cb0,685.335448011756,0.6079496815800667,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,cut__min_rel_width_for_split__minus,touch,KVO394,KVO394,1.0,1.0,85986a41ed8fa7b500c5edcdfad84447b79419b15efdd7e688a27f6511809302,720.8392564207315,0.46969857066869736,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,cut__min_rel_width_for_split__plus,touch,KVO394,KVO394,1.0,1.0,0dda9d65a1b2ebff5b0df94f23ee9d7a925a437a1e81ab3faea5d8fafdb2a20a,600.8827965706587,0.44396892189979553,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,reference,touch,KVO394,KVO394,1.0,1.0,cf2ec92fdc83426c85868d1821876b7bb3003a1cc37c4bf1551dc5645c4c953a,598.184522241354,0.45700371265411377,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,scoring__blocking_gap_ratio__minus,touch,KVO394,KVO394,1.0,1.0,8d30791eef81f64c969af548b82d91defb80b7e0fd3f3c3c223a3cd324d9254c,676.5062948688865,0.4191426560282707,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,scoring__blocking_gap_ratio__plus,touch,KVO394,KVO394,1.0,1.0,b50a5dfa5a660a63db3b6fa957f24b256af2dd2a5efbf5d0772e17bf2a441361,647.5793942809105,0.4490083083510399,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,scoring__rho_max__minus,touch,KVO394,KVO394,1.0,1.0,4c1a44954f9bcf8d775f7ad46b7b12017cd2d4fbadb6781ded0ab1b36d0db18a,565.0646099820733,0.45611150562763214,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,scoring__rho_max__plus,touch,KVO394,KVO394,1.0,1.0,152e1d7140d1458762aa50d35125d71e6346c88e920dda836e52c5ef74437054,595.0699858367443,0.45386794954538345,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,scoring__w_overlap__minus,touch,KVO394,KVO394,1.0,1.0,9929d89911d6d041c80f3fc3daf36249d57dd2b85484859ba617a097f1d0f49f,597.6065751165152,0.4577767103910446,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,scoring__w_overlap__plus,touch,KVO394,KVO394,1.0,1.0,58a7e9a7f0e9279b1c48b66363b561e103cb36ae89f4c7be5575e3222cd0d643,774.4885608553886,0.4596887156367302,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,scoring__w_prior__minus,touch,KVO394,KVO394,1.0,1.0,2c69928005116767c7e0dadae13163c3fab997590f430d65bb3e4db1454762a9,574.3082985281944,0.4697181284427643,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
test_004935_touch_KVO394,scoring__w_prior__plus,touch,KVO394,KVO394,1.0,1.0,f1ba314efb32932962c34bc4efd27476bde3f4345c7e5cc893cd3e1c6e5937a5,778.8911759853363,0.4673134535551071,6,6,0.0,0.2221875,0.0,0,"[[23,21,31,34],[56,22,32,34],[91,22,32,35],[135,21,24,35],[166,22,25,35],[196,21,27,34]]"
train_000091_blur_FFF170,cut__max_column_sum_quantile__minus,blur,FFF170,FFF17,0.8333333333333334,0.0,1170ef2b963e48496d4e597ca4822f7f36ae32d013ea73ce60b3df5601113543,589.5801596343517,0.4538288339972496,6,6,0.0,0.119375,0.0,0,"[[20,16,18,29],[56,17,18,29],[92,16,18,29],[141,18,17,30],[176,18,19,29],[212,16,23,30]]"
train_000091_blur_FFF170,cut__max_column_sum_quantile__plus,blur,FFF170,FFF17,0.8333333333333334,0.0,3a554459b00055c9aa6c819877a934c09c6cf7bed36dd44538e3679bbfa9e575,569.7596296668053,0.4493696615099907,6,6,0.0,0.119375,0.0,0,"[[20,16,18,29],[56,17,18,29],[92,16,18,29],[141,18,17,30],[176,18,19,29],[212,16,23,30]]"
train_000091_blur_FFF170,cut__min_rel_width_for_split__minus,blur,FFF170,FFF17,0.8333333333333334,0.0,1c94178fef064b1f0942ef788a8611b277b5f5490800a0f22186046656473cb9,584.1999044641852,0.4463540390133858,6,6,0.0,0.119375,0.0,0,"[[20,16,18,29],[56,17,18,29],[92,16,18,29],[141,18,17,30],[176,18,19,29],[212,16,23,30]]"
train_000091_blur_FFF170,cut__min_rel_width_for_split__plus,blur,FFF170,FFF17,0.8333333333333334,0.0,964bf8ac4769ca200c604135f7401559d6b86a4e48a6b2042a8385f64bda004c,668.9095543697476,0.5054157227277756,6,6,0.0,0.119375,0.0,0,"[[20,16,18,29],[56,17,18,29],[92,16,18,29],[141,18,17,30],[176,18,19,29],[212,16,23,30]]"
