image_path	suggested_text	confidence	status
ocr_dataset/unlabeled/plate_20260826_124546_337222_conf0.492.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_124618_348001_conf0.699.jpg	N0	0.1497	review
ocr_dataset/unlabeled/plate_20260826_124639_803799_conf0.786.jpg	M	0.9186	review
ocr_dataset/unlabeled/plate_20260826_124655_988279_conf0.783.jpg	VED	0.2336	review
ocr_dataset/unlabeled/plate_20260826_124707_949419_conf0.713.jpg	WM	0.5682	review
ocr_dataset/unlabeled/plate_20260826_124743_613054_conf0.763.jpg	L552	0.1520	review
ocr_dataset/unlabeled/plate_20260826_124759_356844_conf0.718.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_124810_023973_conf0.664.jpg	EM	0.1760	review
ocr_dataset/unlabeled/plate_20260826_124836_725066_conf0.285.jpg	FBD	0.1487	review
ocr_dataset/unlabeled/plate_20260826_124847_438575_conf0.718.jpg	0R57	0.1101	review
ocr_dataset/unlabeled/plate_20260826_124920_282226_conf0.689.jpg	WKG	0.3186	review
ocr_dataset/unlabeled/plate_20260826_124953_188931_conf0.697.jpg	D	0.4835	review
ocr_dataset/unlabeled/plate_20260826_125123_935591_conf0.723.jpg	662	0.0696	review
ocr_dataset/unlabeled/plate_20260826_125137_131686_conf0.731.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_125151_491462_conf0.651.jpg	EE	0.5466	review
ocr_dataset/unlabeled/plate_20260826_125234_373885_conf0.778.jpg	MP65	0.3813	review
ocr_dataset/unlabeled/plate_20260826_125245_341226_conf0.696.jpg	W7	0.1995	review
ocr_dataset/unlabeled/plate_20260826_125348_892611_conf0.768.jpg	AEGO-927	0.0707	approved
ocr_dataset/unlabeled/plate_20260826_125359_632445_conf0.779.jpg	AEGO-927	0.1986	approved
ocr_dataset/unlabeled/plate_20260826_125422_175589_conf0.702.jpg	TAP-537	0.0000	approved
ocr_dataset/unlabeled/plate_20260826_125434_593114_conf0.706.jpg	NVJ-974	0.0000	review
ocr_dataset/unlabeled/plate_20260826_125458_834491_conf0.612.jpg	NJF-701	0.7231	review
ocr_dataset/unlabeled/plate_20260826_125527_862877_conf0.522.jpg	NJF-701	0.9075	review
ocr_dataset/unlabeled/plate_20260826_125539_090069_conf0.651.jpg	NJF-701	0.6955	review
ocr_dataset/unlabeled/plate_20260826_125549_090854_conf0.677.jpg	NJF-701	0.4553	review
ocr_dataset/unlabeled/plate_20260826_125611_698135_conf0.709.jpg	JEE-791	0.6378	review
ocr_dataset/unlabeled/plate_20260826_125812_872013_conf0.760.jpg	EU25	0.1188	review
ocr_dataset/unlabeled/plate_20260826_125827_830103_conf0.697.jpg	MFZ	0.3746	review
ocr_dataset/unlabeled/plate_20260826_125849_769357_conf0.658.jpg	MF	0.8197	review
ocr_dataset/unlabeled/plate_20260826_125910_699267_conf0.773.jpg	TERM	0.1982	review
ocr_dataset/unlabeled/plate_20260826_125923_374105_conf0.744.jpg	DDW3	0.1287	review
ocr_dataset/unlabeled/plate_20260826_130000_687196_conf0.696.jpg	WJ	0.2464	review
ocr_dataset/unlabeled/plate_20260826_130042_916782_conf0.683.jpg	D	0.2097	review
ocr_dataset/unlabeled/plate_20260826_130130_921468_conf0.714.jpg	W5	0.3428	review
ocr_dataset/unlabeled/plate_20260826_130142_925468_conf0.699.jpg	M	0.1900	review
ocr_dataset/unlabeled/plate_20260826_130222_610579_conf0.748.jpg	WVT	0.1828	review
ocr_dataset/unlabeled/plate_20260826_130255_777537_conf0.792.jpg	DHL	0.1636	review
ocr_dataset/unlabeled/plate_20260826_130345_070428_conf0.780.jpg	ERPI	0.2913	review
ocr_dataset/unlabeled/plate_20260826_130408_640973_conf0.678.jpg	LD	0.0467	review
ocr_dataset/unlabeled/plate_20260826_130422_054307_conf0.713.jpg	W	0.1484	review
ocr_dataset/unlabeled/plate_20260826_130456_370873_conf0.264.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_130525_664391_conf0.352.jpg	V51	0.0250	review
ocr_dataset/unlabeled/plate_20260826_130537_805852_conf0.686.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_130547_839196_conf0.769.jpg	MCI9	0.7822	review
ocr_dataset/unlabeled/plate_20260826_130623_802763_conf0.664.jpg	EM	0.1122	review
ocr_dataset/unlabeled/plate_20260826_130633_818973_conf0.714.jpg	W	0.9910	review
ocr_dataset/unlabeled/plate_20260826_130646_306416_conf0.733.jpg	WD	0.3107	review
ocr_dataset/unlabeled/plate_20260826_130657_575775_conf0.582.jpg	M	0.9724	review
ocr_dataset/unlabeled/plate_20260826_130743_116376_conf0.648.jpg	PRRE	0.2095	review
ocr_dataset/unlabeled/plate_20260826_130755_065001_conf0.628.jpg	FIRT	0.4736	review
ocr_dataset/unlabeled/plate_20260826_130805_099113_conf0.703.jpg	FIRT	0.1346	review
ocr_dataset/unlabeled/plate_20260826_130830_766450_conf0.643.jpg	FR	0.9049	review
ocr_dataset/unlabeled/plate_20260826_130841_278029_conf0.681.jpg	PFRZ	0.1882	review
ocr_dataset/unlabeled/plate_20260826_130851_643000_conf0.744.jpg	IZS	0.1964	review
ocr_dataset/unlabeled/plate_20260826_130903_596092_conf0.684.jpg	HQDL	0.1011	review
ocr_dataset/unlabeled/plate_20260826_130927_795064_conf0.771.jpg	ICT2D	0.1903	review
ocr_dataset/unlabeled/plate_20260826_131006_334807_conf0.434.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_131019_090169_conf0.733.jpg	J	0.1663	review
ocr_dataset/unlabeled/plate_20260826_131029_131429_conf0.705.jpg	4	0.1619	review
ocr_dataset/unlabeled/plate_20260826_131053_486383_conf0.685.jpg	LDZZ	0.1870	review
ocr_dataset/unlabeled/plate_20260826_131104_505136_conf0.701.jpg	H32Z	0.1698	review
ocr_dataset/unlabeled/plate_20260826_131114_559977_conf0.446.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_131126_544097_conf0.730.jpg	WI	0.0862	review
ocr_dataset/unlabeled/plate_20260826_131141_993931_conf0.796.jpg	MED2	0.4950	review
ocr_dataset/unlabeled/plate_20260826_131153_921776_conf0.697.jpg	Q027	0.0647	review
ocr_dataset/unlabeled/plate_20260826_131204_230967_conf0.623.jpg	E01	0.0977	review
ocr_dataset/unlabeled/plate_20260826_131214_237030_conf0.700.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_131233_178202_conf0.584.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_131243_202728_conf0.584.jpg	Z	0.0749	review
ocr_dataset/unlabeled/plate_20260826_131304_867868_conf0.538.jpg	MD	0.3920	review
ocr_dataset/unlabeled/plate_20260826_131314_868480_conf0.775.jpg	MMED1	0.1255	review
ocr_dataset/unlabeled/plate_20260826_131324_871763_conf0.635.jpg	HEZ	0.0242	review
ocr_dataset/unlabeled/plate_20260826_131336_992193_conf0.664.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_131402_848489_conf0.802.jpg	EHER289	0.1414	review
ocr_dataset/unlabeled/plate_20260826_131416_842157_conf0.374.jpg	WBTT	0.1150	review
ocr_dataset/unlabeled/plate_20260826_131427_205992_conf0.254.jpg	MBTI	0.2129	review
ocr_dataset/unlabeled/plate_20260826_131455_428560_conf0.729.jpg	P52	0.3751	review
ocr_dataset/unlabeled/plate_20260826_131505_877326_conf0.579.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_131518_853441_conf0.296.jpg	D4	0.2051	review
ocr_dataset/unlabeled/plate_20260826_131529_574795_conf0.698.jpg	DE	0.2772	review
ocr_dataset/unlabeled/plate_20260826_131544_936866_conf0.730.jpg	E	0.4027	review
ocr_dataset/unlabeled/plate_20260826_131556_892959_conf0.473.jpg	I	0.8517	review
ocr_dataset/unlabeled/plate_20260826_131633_177979_conf0.557.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_131647_042720_conf0.492.jpg	KLID	0.2728	review
ocr_dataset/unlabeled/plate_20260826_131659_012711_conf0.724.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_131709_030667_conf0.651.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_131721_918738_conf0.756.jpg	PE	0.7234	review
ocr_dataset/unlabeled/plate_20260826_131733_890017_conf0.741.jpg	ZE60	0.1548	review
ocr_dataset/unlabeled/plate_20260826_131751_680497_conf0.719.jpg	PHW	0.2115	review
ocr_dataset/unlabeled/plate_20260826_131813_589147_conf0.731.jpg	P	0.2014	review
ocr_dataset/unlabeled/plate_20260826_131823_888847_conf0.724.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_132109_006513_conf0.721.jpg	BM	0.3702	review
ocr_dataset/unlabeled/plate_20260826_132119_024368_conf0.750.jpg	KJRM	0.3390	review
ocr_dataset/unlabeled/plate_20260826_132252_755819_conf0.753.jpg	FE	0.1590	review
ocr_dataset/unlabeled/plate_20260826_132307_128253_conf0.772.jpg	MED	0.2127	review
ocr_dataset/unlabeled/plate_20260826_132355_953817_conf0.702.jpg	ID6	0.0187	review
ocr_dataset/unlabeled/plate_20260826_132405_955039_conf0.771.jpg	H3I	0.0548	review
ocr_dataset/unlabeled/plate_20260826_132445_332158_conf0.707.jpg	H	0.0623	review
ocr_dataset/unlabeled/plate_20260826_132455_357985_conf0.757.jpg	RN627	0.1791	review
ocr_dataset/unlabeled/plate_20260826_132508_610971_conf0.646.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_132534_165812_conf0.609.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_132544_174135_conf0.761.jpg	M	0.3436	review
ocr_dataset/unlabeled/plate_20260826_132554_207871_conf0.409.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_132616_986757_conf0.261.jpg	W	0.0696	review
ocr_dataset/unlabeled/plate_20260826_132627_062691_conf0.669.jpg	BN	0.0478	review
ocr_dataset/unlabeled/plate_20260826_132644_194186_conf0.629.jpg		0.0000	review
ocr_dataset/unlabeled/plate_20260826_132657_776323_conf0.756.jpg	M	0.8041	review
ocr_dataset/unlabeled/plate_20260826_132758_265414_conf0.765.jpg	MMHH	0.0688	review
ocr_dataset/unlabeled/plate_20260826_132808_277014_conf0.706.jpg	JB	0.3256	review
ocr_dataset/unlabeled/plate_20260826_132827_699619_conf0.458.jpg	PYM-646	0.2071	review
ocr_dataset/unlabeled/plate_20260826_132837_728491_conf0.661.jpg	PYM-646	0.2432	review
ocr_dataset/unlabeled/plate_20260826_132847_741148_conf0.649.jpg	PYM-646	0.0833	review
ocr_dataset/unlabeled/plate_20260826_132902_684947_conf0.652.jpg	PYM-646	0.1185	review
ocr_dataset/unlabeled/plate_20260826_132913_125205_conf0.621.jpg	PYM-646	0.1874	review
ocr_dataset/unlabeled/plate_20260826_132923_155382_conf0.685.jpg	PYM-646	0.1818	approved
ocr_dataset/unlabeled/plate_20260826_132935_796807_conf0.666.jpg	SYU-932	0.1097	approved
ocr_dataset/unlabeled/plate_20260826_132957_677725_conf0.641.jpg		0.0000	rejected
ocr_dataset/unlabeled/plate_20260826_133019_891306_conf0.752.jpg	SEA-507	0.1638	approved
ocr_dataset/unlabeled/plate_20260826_133029_933870_conf0.763.jpg	SEA-507	0.0127	approved
ocr_dataset/unlabeled/plate_20260826_133041_600996_conf0.757.jpg	IOR-229	0.0742	approved
ocr_dataset/unlabeled/plate_20260826_133051_602017_conf0.741.jpg	IOR-229	0.2846	approved
ocr_dataset/unlabeled/plate_20260826_133101_631240_conf0.736.jpg	IOR-229	0.2523	approved
ocr_dataset/unlabeled/plate_20260826_133111_640912_conf0.674.jpg	NLY-937	0.0000	approved
ocr_dataset/unlabeled/plate_20260826_133133_651529_conf0.744.jpg	SYD-390	0.0540	approved
ocr_dataset/unlabeled/plate_20260826_133148_628955_conf0.269.jpg	SRA-385	0.0870	approved
ocr_dataset/unlabeled/plate_20260826_133212_678696_conf0.502.jpg	SRA-385	0.1223	approved
ocr_dataset/unlabeled/plate_20260826_133227_654960_conf0.483.jpg	SRA-385	0.1263	approved
ocr_dataset/unlabeled/plate_20260826_133237_658815_conf0.476.jpg	SRA-385	0.0933	approved
ocr_dataset/unlabeled/plate_20260826_133247_818368_conf0.679.jpg	IMS-347	0.2929	approved
ocr_dataset/unlabeled/plate_20260826_133259_720188_conf0.725.jpg	IDG-231	0.0204	approved
ocr_dataset/unlabeled/plate_20260826_133312_821357_conf0.720.jpg	MLW-624	0.0883	approved
ocr_dataset/unlabeled/plate_20260826_133333_183271_conf0.653.jpg		0.0000	rejected
ocr_dataset/unlabeled/plate_20260826_133343_205628_conf0.705.jpg	MHR-92	0.2653	approved
ocr_dataset/unlabeled/plate_20260826_133356_172177_conf0.713.jpg		0.0000	rejected
ocr_dataset/unlabeled/plate_20260826_133409_146801_conf0.726.jpg	MHR-923	0.1626	approved
ocr_dataset/unlabeled/plate_20260826_133419_178630_conf0.582.jpg	AEAF-839	0.2973	approved
ocr_dataset/unlabeled/plate_20260826_133430_679865_conf0.721.jpg	KXN-498	0.3357	approved
ocr_dataset/unlabeled/plate_20260826_133446_097584_conf0.735.jpg	RBL-523	0.3854	approved
ocr_dataset/unlabeled/plate_20260826_133505_030364_conf0.704.jpg	LPW-606	0.0263	approved
ocr_dataset/unlabeled/plate_20260826_133527_013356_conf0.679.jpg	LPW-606	0.1618	approved
ocr_dataset/unlabeled/plate_20260826_133556_241505_conf0.678.jpg	LPW-606	0.5512	approved
ocr_dataset/unlabeled/plate_20260826_133606_619828_conf0.662.jpg	SRL-838	0.1491	approved
ocr_dataset/unlabeled/plate_20260826_133618_233187_conf0.635.jpg	SIY-648	0.4601	approved
ocr_dataset/unlabeled/plate_20260826_133636_026086_conf0.777.jpg	LXL-567	0.1336	approved
ocr_dataset/unlabeled/plate_20260826_133646_057323_conf0.701.jpg	AOPB-766	0.7049	approved
ocr_dataset/unlabeled/plate_20260826_133721_769479_conf0.774.jpg	AAGW-682	0.0824	approved
ocr_dataset/unlabeled/plate_20260826_133735_305636_conf0.685.jpg	KFA-806	0.3399	approved
ocr_dataset/unlabeled/plate_20260826_133818_493700_conf0.722.jpg	JVX-791	0.0000	approved
ocr_dataset/unlabeled/plate_20260826_133838_572182_conf0.806.jpg	TAP-519	0.1078	approved
ocr_dataset/unlabeled/plate_20260826_133848_606806_conf0.737.jpg	TAP-519	0.3399	approved
ocr_dataset/unlabeled/plate_20260826_133908_962023_conf0.676.jpg	JVX-791	0.0000	approved
ocr_dataset/unlabeled/plate_20260826_133920_842465_conf0.680.jpg	KPE-706	0.0000	approved
ocr_dataset/unlabeled/plate_20260826_133934_114730_conf0.605.jpg		0.0000	rejected
ocr_dataset/unlabeled/plate_20260826_134001_231977_conf0.752.jpg	HYP-476	0.2218	approved
ocr_dataset/unlabeled/plate_20260826_134032_909521_conf0.775.jpg	PIC-236	0.4814	approved
ocr_dataset/unlabeled/plate_20260826_134044_824665_conf0.669.jpg	MBR-377	0.0000	approved
ocr_dataset/unlabeled/plate_20260826_134059_157311_conf0.717.jpg		0.0000	rejected
ocr_dataset/unlabeled/plate_20260826_134118_042006_conf0.748.jpg	AOKF-287	0.5512	approved
ocr_dataset/unlabeled/plate_20260826_134138_338413_conf0.445.jpg	SMT-196	0.0000	approved
ocr_dataset/unlabeled/plate_20260826_134157_106006_conf0.624.jpg	PXW-957	0.0154	approved
ocr_dataset/unlabeled/plate_20260826_134210_696289_conf0.775.jpg	JZW-330	0.2027	approved
ocr_dataset/unlabeled/plate_20260826_134221_914536_conf0.731.jpg	PKF-478	0.1533	approved
ocr_dataset/unlabeled/plate_20260826_134231_929210_conf0.680.jpg	IVG-804	0.3271	approved
ocr_dataset/unlabeled/plate_20260826_134253_726629_conf0.767.jpg	AIER-596	0.2576	approved
ocr_dataset/unlabeled/plate_20260826_134307_626892_conf0.596.jpg		0.0000	rejected
ocr_dataset/unlabeled/plate_20260826_134319_752690_conf0.710.jpg	LXD-896	0.0724	approved
ocr_dataset/unlabeled/plate_20260826_134329_758825_conf0.732.jpg	LXD-896	0.1516	approved
ocr_dataset/unlabeled/plate_20260826_134342_878304_conf0.640.jpg	LXD-896	0.0469	approved
ocr_dataset/unlabeled/plate_20260826_134354_976661_conf0.747.jpg	MKT-945	0.1169	approved
ocr_dataset/unlabeled/plate_20260826_134405_871133_conf0.611.jpg	NUA-708	0.0000	approved
ocr_dataset/unlabeled/plate_20260826_134416_334932_conf0.676.jpg	RJA-744	0.1913	approved
ocr_dataset/unlabeled/plate_20260826_134437_915157_conf0.472.jpg	TFG-599	0.0403	approved
ocr_dataset/unlabeled/plate_20260826_134448_935586_conf0.656.jpg	AIEM-905	0.1646	approved
