image_path	suggested_text	confidence	status
ocr_dataset/unlabeled/plate_20260826_122012_558188_conf0.683.jpg	PAK-331	manual	approved
ocr_dataset/unlabeled/plate_20260826_122022_572041_conf0.673.jpg	PAK-331	manual	approved
ocr_dataset/unlabeled/plate_20260826_122032_598497_conf0.683.jpg	PAK-331	manual	approved
ocr_dataset/unlabeled/plate_20260826_122044_333277_conf0.682.jpg	PAK-331	manual	approved
ocr_dataset/unlabeled/plate_20260826_122054_350134_conf0.690.jpg	AIFM-038	manual	approved
ocr_dataset/unlabeled/plate_20260826_122133_597465_conf0.696.jpg	JAF-632	manual	approved
ocr_dataset/unlabeled/plate_20260826_122143_622557_conf0.733.jpg	JAF-632	manual	approved
ocr_dataset/unlabeled/plate_20260826_122155_370521_conf0.754.jpg	RZF-853	manual	approved
ocr_dataset/unlabeled/plate_20260826_122205_376570_conf0.817.jpg	RZF-853	manual	approved
ocr_dataset/unlabeled/plate_20260826_122215_478973_conf0.714.jpg	JAF-632	manual	approved
ocr_dataset/unlabeled/plate_20260826_122227_458607_conf0.690.jpg	MLR-114	manual	approved
ocr_dataset/unlabeled/plate_20260826_122243_411691_conf0.571.jpg	RZG-287	manual	approved
ocr_dataset/unlabeled/plate_20260826_122310_365666_conf0.496.jpg	NYP-277	manual	approved
ocr_dataset/unlabeled/plate_20260826_122327_985636_conf0.757.jpg	JRJ-296	manual	approved
ocr_dataset/unlabeled/plate_20260826_122355_993109_conf0.772.jpg	SHK-255	manual	approved
ocr_dataset/unlabeled/plate_20260826_122408_520551_conf0.284.jpg	LOV-741	manual	approved
ocr_dataset/unlabeled/plate_20260826_122418_658914_conf0.718.jpg	PYM-233	manual	approved
ocr_dataset/unlabeled/plate_20260826_122433_956073_conf0.634.jpg	IBM-685	manual	approved
ocr_dataset/unlabeled/plate_20260826_122502_645444_conf0.725.jpg	AIJZ-117	manual	approved
ocr_dataset/unlabeled/plate_20260826_122517_232090_conf0.732.jpg	AIJZ-117	manual	approved
ocr_dataset/unlabeled/plate_20260826_122527_246610_conf0.730.jpg	AIJZ-117	manual	approved
ocr_dataset/unlabeled/plate_20260826_122537_994429_conf0.708.jpg	PJF-805	manual	approved
ocr_dataset/unlabeled/plate_20260826_122550_246818_conf0.783.jpg	AONX-270	manual	review
ocr_dataset/unlabeled/plate_20260826_122600_268614_conf0.704.jpg	AAEL-828	manual	approved
ocr_dataset/unlabeled/plate_20260826_122629_397972_conf0.768.jpg	KZG-790	manual	approved
ocr_dataset/unlabeled/plate_20260826_122642_965069_conf0.490.jpg	MMV-860	manual	approved
ocr_dataset/unlabeled/plate_20260826_122710_099617_conf0.696.jpg	UNG-332	manual	approved
ocr_dataset/unlabeled/plate_20260826_122737_800646_conf0.731.jpg	RNY-630	manual	approved
ocr_dataset/unlabeled/plate_20260826_122859_884820_conf0.653.jpg	LBZ-270	manual	approved
ocr_dataset/unlabeled/plate_20260826_122925_871591_conf0.781.jpg	AILL-159	manual	approved
ocr_dataset/unlabeled/plate_20260826_123029_164709_conf0.756.jpg	SAV-394	manual	approved
ocr_dataset/unlabeled/plate_20260826_123131_995075_conf0.337.jpg	AAFU-211	manual	approved
ocr_dataset/unlabeled/plate_20260826_123142_024652_conf0.793.jpg	RHU-682	manual	approved
ocr_dataset/unlabeled/plate_20260826_123206_341138_conf0.673.jpg	AOKG-554	manual	review
ocr_dataset/unlabeled/plate_20260826_123233_390651_conf0.547.jpg	MAA-118	manual	approved
ocr_dataset/unlabeled/plate_20260826_123308_003748_conf0.531.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_123319_823852_conf0.289.jpg	MHR-932	manual	approved
ocr_dataset/unlabeled/plate_20260826_123353_927123_conf0.666.jpg	HHU-382	manual	approved
ocr_dataset/unlabeled/plate_20260826_123409_163663_conf0.323.jpg	JBA-628	manual	approved
ocr_dataset/unlabeled/plate_20260826_123420_978437_conf0.774.jpg	NRM-842	manual	approved
ocr_dataset/unlabeled/plate_20260826_123430_993388_conf0.776.jpg	NRM-842	manual	approved
ocr_dataset/unlabeled/plate_20260826_123440_996388_conf0.687.jpg	RZW-056	manual	approved
ocr_dataset/unlabeled/plate_20260826_123451_011130_conf0.772.jpg	NRM-842	manual	approved
ocr_dataset/unlabeled/plate_20260826_123502_860050_conf0.695.jpg	RZW-056	manual	approved
ocr_dataset/unlabeled/plate_20260826_123512_923353_conf0.729.jpg	SPU-771	manual	approved
ocr_dataset/unlabeled/plate_20260826_123522_983550_conf0.733.jpg	SVE-754	manual	approved
ocr_dataset/unlabeled/plate_20260826_123534_711598_conf0.686.jpg	RLR-412	manual	approved
ocr_dataset/unlabeled/plate_20260826_123551_991356_conf0.614.jpg	LBZ-475	manual	approved
ocr_dataset/unlabeled/plate_20260826_123605_010936_conf0.314.jpg	AIEM-991	manual	approved
ocr_dataset/unlabeled/plate_20260826_123615_026235_conf0.736.jpg	RVT-420	manual	approved
ocr_dataset/unlabeled/plate_20260826_123625_050430_conf0.740.jpg	LBZ-475	manual	approved
ocr_dataset/unlabeled/plate_20260826_123636_857003_conf0.712.jpg	LBZ-475	manual	approved
ocr_dataset/unlabeled/plate_20260826_123646_911446_conf0.666.jpg	LBZ-475	manual	approved
ocr_dataset/unlabeled/plate_20260826_123658_889282_conf0.725.jpg	TGV-211	manual	approved
ocr_dataset/unlabeled/plate_20260826_123712_646988_conf0.756.jpg	FEF-683	manual	approved
ocr_dataset/unlabeled/plate_20260826_123722_663728_conf0.716.jpg	LLU-437	manual	approved
ocr_dataset/unlabeled/plate_20260826_123746_506440_conf0.539.jpg	AEEG-160	manual	approved
ocr_dataset/unlabeled/plate_20260826_123756_549541_conf0.709.jpg	LLU-437	manual	approved
ocr_dataset/unlabeled/plate_20260826_123819_620056_conf0.674.jpg	LLU-437	manual	approved
ocr_dataset/unlabeled/plate_20260826_123829_626675_conf0.543.jpg	XHR-649	manual	approved
ocr_dataset/unlabeled/plate_20260826_123841_223748_conf0.421.jpg	AOPA-047	manual	approved
ocr_dataset/unlabeled/plate_20260826_123917_699592_conf0.441.jpg	LCA-981	manual	approved
ocr_dataset/unlabeled/plate_20260826_124003_761449_conf0.700.jpg	PEV-941	manual	approved
ocr_dataset/unlabeled/plate_20260826_124013_818047_conf0.661.jpg	PPT-686	manual	approved
ocr_dataset/unlabeled/plate_20260826_124043_886032_conf0.616.jpg	HRB-037	manual	approved
ocr_dataset/unlabeled/plate_20260826_124106_317154_conf0.784.jpg	MHG-634	manual	approved
ocr_dataset/unlabeled/plate_20260826_124126_559032_conf0.772.jpg	KRP-919	manual	approved
ocr_dataset/unlabeled/plate_20260826_124137_068041_conf0.729.jpg	RIR-355	manual	approved
ocr_dataset/unlabeled/plate_20260826_124150_162950_conf0.549.jpg	AEML-551	manual	approved
ocr_dataset/unlabeled/plate_20260826_124213_092013_conf0.730.jpg	MER-240	manual	approved
ocr_dataset/unlabeled/plate_20260826_124224_917355_conf0.781.jpg	MER-240	manual	approved
ocr_dataset/unlabeled/plate_20260826_124234_928854_conf0.770.jpg	MER-240	manual	approved
ocr_dataset/unlabeled/plate_20260826_124244_964186_conf0.783.jpg	MER-240	manual	approved
ocr_dataset/unlabeled/plate_20260826_124256_717054_conf0.477.jpg	AAKZ-856	manual	approved
ocr_dataset/unlabeled/plate_20260826_124309_171277_conf0.549.jpg	SXK-762	manual	approved
ocr_dataset/unlabeled/plate_20260826_124319_624007_conf0.595.jpg	PJR-932	manual	approved
ocr_dataset/unlabeled/plate_20260826_124337_524523_conf0.649.jpg	RDP-271	manual	approved
ocr_dataset/unlabeled/plate_20260826_124403_826373_conf0.673.jpg	AOBO-544	0.1143	approved
ocr_dataset/unlabeled/plate_20260826_124426_197741_conf0.685.jpg	AOBO-544	0.2566	approved
ocr_dataset/unlabeled/plate_20260826_124438_002960_conf0.704.jpg	AOBO-544	0.1327	approved
ocr_dataset/unlabeled/plate_20260826_124511_892134_conf0.783.jpg	AEBQ-863	manual	approved
ocr_dataset/unlabeled/plate_20260826_124521_917121_conf0.700.jpg	KIK-650	manual	approved
ocr_dataset/unlabeled/plate_20260826_124531_925372_conf0.695.jpg	KIK-650	manual	approved
ocr_dataset/unlabeled/plate_20260826_124546_337222_conf0.492.jpg	IWH-985	manual	approved
ocr_dataset/unlabeled/plate_20260826_124618_348001_conf0.699.jpg	KIK-650	0.1497	review
ocr_dataset/unlabeled/plate_20260826_124639_803799_conf0.786.jpg	AIMH-169	manual	approved
ocr_dataset/unlabeled/plate_20260826_124655_988279_conf0.783.jpg	JNG-335	manual	approved
ocr_dataset/unlabeled/plate_20260826_124707_949419_conf0.713.jpg	AIFK-541	manual	approved
ocr_dataset/unlabeled/plate_20260826_124743_613054_conf0.763.jpg	LIS-524	manual	approved
ocr_dataset/unlabeled/plate_20260826_124759_356844_conf0.718.jpg	JAX-738	manual	approved
ocr_dataset/unlabeled/plate_20260826_124810_023973_conf0.664.jpg	PLK-480	manual	approved
ocr_dataset/unlabeled/plate_20260826_124836_725066_conf0.285.jpg	KMO-380	manual	approved
ocr_dataset/unlabeled/plate_20260826_124847_438575_conf0.718.jpg	IWR-367	manual	approved
ocr_dataset/unlabeled/plate_20260826_124920_282226_conf0.689.jpg	NKG-748	manual	approved
ocr_dataset/unlabeled/plate_20260826_124953_188931_conf0.697.jpg	AIJV-139	manual	approved
ocr_dataset/unlabeled/plate_20260826_125123_935591_conf0.723.jpg	SFX-674	manual	approved
ocr_dataset/unlabeled/plate_20260826_125137_131686_conf0.731.jpg	KYD-169	manual	approved
ocr_dataset/unlabeled/plate_20260826_125151_491462_conf0.651.jpg	IFM-352	manual	approved
ocr_dataset/unlabeled/plate_20260826_125234_373885_conf0.778.jpg	AEKP-658	manual	approved
ocr_dataset/unlabeled/plate_20260826_125245_341226_conf0.696.jpg	IFM-352	manual	approved
ocr_dataset/unlabeled/plate_20260826_125348_892611_conf0.768.jpg	AEGO-927	manual	approved
ocr_dataset/unlabeled/plate_20260826_125359_632445_conf0.779.jpg	AEGO-927	manual	approved
ocr_dataset/unlabeled/plate_20260826_125422_175589_conf0.702.jpg	TAP-537	manual	approved
ocr_dataset/unlabeled/plate_20260826_125434_593114_conf0.706.jpg	NVJ-974	manual	approved
ocr_dataset/unlabeled/plate_20260826_125458_834491_conf0.612.jpg	NJF-701	manual	approved
ocr_dataset/unlabeled/plate_20260826_125527_862877_conf0.522.jpg	NJF-701	manual	approved
ocr_dataset/unlabeled/plate_20260826_125539_090069_conf0.651.jpg	NJF-701	manual	approved
ocr_dataset/unlabeled/plate_20260826_125549_090854_conf0.677.jpg	NJF-701	manual	approved
ocr_dataset/unlabeled/plate_20260826_125611_698135_conf0.709.jpg	JEE-791	manual	approved
ocr_dataset/unlabeled/plate_20260826_125812_872013_conf0.760.jpg	HKU-254	manual	approved
ocr_dataset/unlabeled/plate_20260826_125827_830103_conf0.697.jpg	AOLF-764	manual	approved
ocr_dataset/unlabeled/plate_20260826_125849_769357_conf0.658.jpg	AOLF-764	manual	approved
ocr_dataset/unlabeled/plate_20260826_125910_699267_conf0.773.jpg	AEHR-340	manual	approved
ocr_dataset/unlabeled/plate_20260826_125923_374105_conf0.744.jpg	MGV-730	manual	approved
ocr_dataset/unlabeled/plate_20260826_130000_687196_conf0.696.jpg	PZF-543	manual	approved
ocr_dataset/unlabeled/plate_20260826_130042_916782_conf0.683.jpg	PZF-543	manual	approved
ocr_dataset/unlabeled/plate_20260826_130130_921468_conf0.714.jpg	LFJ-574	manual	approved
ocr_dataset/unlabeled/plate_20260826_130142_925468_conf0.699.jpg	LFJ-574	manual	approved
ocr_dataset/unlabeled/plate_20260826_130222_610579_conf0.748.jpg	LUAC-480	manual	approved
ocr_dataset/unlabeled/plate_20260826_130255_777537_conf0.792.jpg	SOH-592	manual	approved
ocr_dataset/unlabeled/plate_20260826_130345_070428_conf0.780.jpg	RRP-447	manual	approved
ocr_dataset/unlabeled/plate_20260826_130408_640973_conf0.678.jpg	KZR-818	manual	approved
ocr_dataset/unlabeled/plate_20260826_130422_054307_conf0.713.jpg	PTR-559	manual	approved
ocr_dataset/unlabeled/plate_20260826_130456_370873_conf0.264.jpg	JDF-566	manual	approved
ocr_dataset/unlabeled/plate_20260826_130525_664391_conf0.352.jpg	JDF-566	manual	approved
ocr_dataset/unlabeled/plate_20260826_130537_805852_conf0.686.jpg	AOJF-957	manual	approved
ocr_dataset/unlabeled/plate_20260826_130547_839196_conf0.769.jpg	AIBC-149	manual	approved
ocr_dataset/unlabeled/plate_20260826_130623_802763_conf0.664.jpg	MUM-708	manual	approved
ocr_dataset/unlabeled/plate_20260826_130633_818973_conf0.714.jpg	MUM-708	manual	approved
ocr_dataset/unlabeled/plate_20260826_130646_306416_conf0.733.jpg	MUM-708	manual	approved
ocr_dataset/unlabeled/plate_20260826_130657_575775_conf0.582.jpg	MUM-708	manual	approved
ocr_dataset/unlabeled/plate_20260826_130743_116376_conf0.648.jpg	PTR-219	manual	approved
ocr_dataset/unlabeled/plate_20260826_130755_065001_conf0.628.jpg	PTR-219	manual	approved
ocr_dataset/unlabeled/plate_20260826_130805_099113_conf0.703.jpg	PTR-219	manual	approved
ocr_dataset/unlabeled/plate_20260826_130830_766450_conf0.643.jpg	PTR-219	manual	approved
ocr_dataset/unlabeled/plate_20260826_130841_278029_conf0.681.jpg	PTR-219	manual	approved
ocr_dataset/unlabeled/plate_20260826_130851_643000_conf0.744.jpg	KZS-311	manual	approved
ocr_dataset/unlabeled/plate_20260826_130903_596092_conf0.684.jpg	AUAD-444	manual	review
ocr_dataset/unlabeled/plate_20260826_130927_795064_conf0.771.jpg	TCT-265	manual	approved
ocr_dataset/unlabeled/plate_20260826_131006_334807_conf0.434.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_131019_090169_conf0.733.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_131029_131429_conf0.705.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_131053_486383_conf0.685.jpg	LDT-827	manual	approved
ocr_dataset/unlabeled/plate_20260826_131104_505136_conf0.701.jpg	LDT-827	manual	approved
ocr_dataset/unlabeled/plate_20260826_131114_559977_conf0.446.jpg	LDT-827	manual	approved
ocr_dataset/unlabeled/plate_20260826_131126_544097_conf0.730.jpg	AJOA-023	manual	approved
ocr_dataset/unlabeled/plate_20260826_131141_993931_conf0.796.jpg	AHED-872	manual	approved
ocr_dataset/unlabeled/plate_20260826_131153_921776_conf0.697.jpg	LDT-827	manual	approved
ocr_dataset/unlabeled/plate_20260826_131204_230967_conf0.623.jpg	RYX-242	manual	approved
ocr_dataset/unlabeled/plate_20260826_131214_237030_conf0.700.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_131233_178202_conf0.584.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_131243_202728_conf0.584.jpg	AAKG-239	manual	approved
ocr_dataset/unlabeled/plate_20260826_131304_867868_conf0.538.jpg	AAKG-239	manual	approved
ocr_dataset/unlabeled/plate_20260826_131314_868480_conf0.775.jpg	AAKU-901	manual	approved
ocr_dataset/unlabeled/plate_20260826_131324_871763_conf0.635.jpg	AAKG-239	manual	approved
ocr_dataset/unlabeled/plate_20260826_131336_992193_conf0.664.jpg	SDE-979	manual	approved
ocr_dataset/unlabeled/plate_20260826_131402_848489_conf0.802.jpg	HHR-289	manual	approved
ocr_dataset/unlabeled/plate_20260826_131416_842157_conf0.374.jpg	NYB-801	manual	approved
ocr_dataset/unlabeled/plate_20260826_131427_205992_conf0.254.jpg	NYB-801	manual	approved
ocr_dataset/unlabeled/plate_20260826_131455_428560_conf0.729.jpg	PUL-520	manual	approved
ocr_dataset/unlabeled/plate_20260826_131505_877326_conf0.579.jpg	NYB-801	manual	approved
ocr_dataset/unlabeled/plate_20260826_131518_853441_conf0.296.jpg	RHO-562	manual	approved
ocr_dataset/unlabeled/plate_20260826_131529_574795_conf0.698.jpg	RSO-153	manual	approved
ocr_dataset/unlabeled/plate_20260826_131544_936866_conf0.730.jpg	ELY-108	manual	approved
ocr_dataset/unlabeled/plate_20260826_131556_892959_conf0.473.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_131633_177979_conf0.557.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_131647_042720_conf0.492.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_131659_012711_conf0.724.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_131709_030667_conf0.651.jpg	KKV-221	manual	approved
ocr_dataset/unlabeled/plate_20260826_131721_918738_conf0.756.jpg	PZF-603	manual	approved
ocr_dataset/unlabeled/plate_20260826_131733_890017_conf0.741.jpg	PZF-603	manual	approved
ocr_dataset/unlabeled/plate_20260826_131751_680497_conf0.719.jpg	PZF-603	manual	approved
ocr_dataset/unlabeled/plate_20260826_131813_589147_conf0.731.jpg	PZF-603	manual	approved
ocr_dataset/unlabeled/plate_20260826_131823_888847_conf0.724.jpg	PZF-603	manual	approved
ocr_dataset/unlabeled/plate_20260826_132109_006513_conf0.721.jpg	KJW-311	manual	approved
ocr_dataset/unlabeled/plate_20260826_132119_024368_conf0.750.jpg	KJW-311	manual	approved
ocr_dataset/unlabeled/plate_20260826_132252_755819_conf0.753.jpg	SPT-313	manual	approved
ocr_dataset/unlabeled/plate_20260826_132307_128253_conf0.772.jpg	AUOG-386	manual	approved
ocr_dataset/unlabeled/plate_20260826_132355_953817_conf0.702.jpg	KAK-061	manual	approved
ocr_dataset/unlabeled/plate_20260826_132405_955039_conf0.771.jpg	LOK-674	manual	approved
ocr_dataset/unlabeled/plate_20260826_132445_332158_conf0.707.jpg	KAK-061	manual	approved
ocr_dataset/unlabeled/plate_20260826_132455_357985_conf0.757.jpg	RKM-627	manual	approved
ocr_dataset/unlabeled/plate_20260826_132508_610971_conf0.646.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_132534_165812_conf0.609.jpg	RNY-630	manual	approved
ocr_dataset/unlabeled/plate_20260826_132544_174135_conf0.761.jpg	NLY-884	manual	approved
ocr_dataset/unlabeled/plate_20260826_132554_207871_conf0.409.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_132616_986757_conf0.261.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_132627_062691_conf0.669.jpg	SST-901	manual	approved
ocr_dataset/unlabeled/plate_20260826_132644_194186_conf0.629.jpg	SKD-432	manual	approved
ocr_dataset/unlabeled/plate_20260826_132657_776323_conf0.756.jpg	AEOT-347	manual	approved
ocr_dataset/unlabeled/plate_20260826_132758_265414_conf0.765.jpg	NVM-483	manual	approved
ocr_dataset/unlabeled/plate_20260826_132808_277014_conf0.706.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_132827_699619_conf0.458.jpg	PYM-646	manual	approved
ocr_dataset/unlabeled/plate_20260826_132837_728491_conf0.661.jpg	PYM-646	manual	approved
ocr_dataset/unlabeled/plate_20260826_132847_741148_conf0.649.jpg	PYM-646	manual	approved
ocr_dataset/unlabeled/plate_20260826_132902_684947_conf0.652.jpg	PYM-646	manual	approved
ocr_dataset/unlabeled/plate_20260826_132913_125205_conf0.621.jpg	PYM-646	manual	approved
ocr_dataset/unlabeled/plate_20260826_132923_155382_conf0.685.jpg	PYM-646	manual	approved
ocr_dataset/unlabeled/plate_20260826_132935_796807_conf0.666.jpg	SYU-932	manual	approved
ocr_dataset/unlabeled/plate_20260826_132957_677725_conf0.641.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_133019_891306_conf0.752.jpg	SEA-507	manual	approved
ocr_dataset/unlabeled/plate_20260826_133029_933870_conf0.763.jpg	SEA-507	manual	approved
ocr_dataset/unlabeled/plate_20260826_133041_600996_conf0.757.jpg	IOR-229	manual	approved
ocr_dataset/unlabeled/plate_20260826_133051_602017_conf0.741.jpg	IOR-229	manual	approved
ocr_dataset/unlabeled/plate_20260826_133101_631240_conf0.736.jpg	IOR-229	manual	approved
ocr_dataset/unlabeled/plate_20260826_133111_640912_conf0.674.jpg	NLY-937	manual	approved
ocr_dataset/unlabeled/plate_20260826_133133_651529_conf0.744.jpg	SYD-390	manual	approved
ocr_dataset/unlabeled/plate_20260826_133148_628955_conf0.269.jpg	SRA-385	manual	approved
ocr_dataset/unlabeled/plate_20260826_133212_678696_conf0.502.jpg	SRA-385	manual	approved
ocr_dataset/unlabeled/plate_20260826_133227_654960_conf0.483.jpg	SRA-385	manual	approved
ocr_dataset/unlabeled/plate_20260826_133237_658815_conf0.476.jpg	SRA-385	manual	approved
ocr_dataset/unlabeled/plate_20260826_133247_818368_conf0.679.jpg	IMS-347	manual	approved
ocr_dataset/unlabeled/plate_20260826_133259_720188_conf0.725.jpg	IDG-231	manual	approved
ocr_dataset/unlabeled/plate_20260826_133312_821357_conf0.720.jpg	MLW-624	manual	approved
ocr_dataset/unlabeled/plate_20260826_133333_183271_conf0.653.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_133343_205628_conf0.705.jpg	MHR-923	manual	approved
ocr_dataset/unlabeled/plate_20260826_133356_172177_conf0.713.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_133409_146801_conf0.726.jpg	MHR-923	manual	approved
ocr_dataset/unlabeled/plate_20260826_133419_178630_conf0.582.jpg	AEAF-839	manual	approved
ocr_dataset/unlabeled/plate_20260826_133430_679865_conf0.721.jpg	KXN-498	manual	approved
ocr_dataset/unlabeled/plate_20260826_133446_097584_conf0.735.jpg	RBL-523	manual	approved
ocr_dataset/unlabeled/plate_20260826_133505_030364_conf0.704.jpg	LPW-606	manual	approved
ocr_dataset/unlabeled/plate_20260826_133527_013356_conf0.679.jpg	LPW-606	manual	approved
ocr_dataset/unlabeled/plate_20260826_133556_241505_conf0.678.jpg	LPW-606	manual	approved
ocr_dataset/unlabeled/plate_20260826_133606_619828_conf0.662.jpg	SRL-838	manual	approved
ocr_dataset/unlabeled/plate_20260826_133618_233187_conf0.635.jpg	SIY-648	manual	approved
ocr_dataset/unlabeled/plate_20260826_133636_026086_conf0.777.jpg	LXL-567	manual	approved
ocr_dataset/unlabeled/plate_20260826_133646_057323_conf0.701.jpg	AOPB-766	manual	approved
ocr_dataset/unlabeled/plate_20260826_133721_769479_conf0.774.jpg	AAGW-682	manual	approved
ocr_dataset/unlabeled/plate_20260826_133735_305636_conf0.685.jpg	KFA-806	manual	approved
ocr_dataset/unlabeled/plate_20260826_133818_493700_conf0.722.jpg	JVX-791	manual	approved
ocr_dataset/unlabeled/plate_20260826_133838_572182_conf0.806.jpg	TAP-519	manual	approved
ocr_dataset/unlabeled/plate_20260826_133848_606806_conf0.737.jpg	TAP-519	manual	approved
ocr_dataset/unlabeled/plate_20260826_133908_962023_conf0.676.jpg	JVX-791	manual	approved
ocr_dataset/unlabeled/plate_20260826_133920_842465_conf0.680.jpg	KPE-706	manual	approved
ocr_dataset/unlabeled/plate_20260826_133934_114730_conf0.605.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_134001_231977_conf0.752.jpg	HYP-476	manual	approved
ocr_dataset/unlabeled/plate_20260826_134032_909521_conf0.775.jpg	PIC-236	manual	approved
ocr_dataset/unlabeled/plate_20260826_134044_824665_conf0.669.jpg	MBR-377	manual	approved
ocr_dataset/unlabeled/plate_20260826_134059_157311_conf0.717.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_134118_042006_conf0.748.jpg	AOKF-287	manual	approved
ocr_dataset/unlabeled/plate_20260826_134138_338413_conf0.445.jpg	SMT-196	manual	approved
ocr_dataset/unlabeled/plate_20260826_134157_106006_conf0.624.jpg	PXW-957	manual	approved
ocr_dataset/unlabeled/plate_20260826_134210_696289_conf0.775.jpg	JZW-330	manual	approved
ocr_dataset/unlabeled/plate_20260826_134221_914536_conf0.731.jpg	PKF-478	manual	approved
ocr_dataset/unlabeled/plate_20260826_134231_929210_conf0.680.jpg	IVG-804	manual	approved
ocr_dataset/unlabeled/plate_20260826_134253_726629_conf0.767.jpg	AIER-596	manual	approved
ocr_dataset/unlabeled/plate_20260826_134307_626892_conf0.596.jpg		manual	rejected
ocr_dataset/unlabeled/plate_20260826_134319_752690_conf0.710.jpg	LXD-896	manual	approved
ocr_dataset/unlabeled/plate_20260826_134329_758825_conf0.732.jpg	LXD-896	manual	approved
ocr_dataset/unlabeled/plate_20260826_134342_878304_conf0.640.jpg	LXD-896	manual	approved
ocr_dataset/unlabeled/plate_20260826_134354_976661_conf0.747.jpg	MKT-945	manual	approved
ocr_dataset/unlabeled/plate_20260826_134405_871133_conf0.611.jpg	NUA-708	manual	approved
ocr_dataset/unlabeled/plate_20260826_134416_334932_conf0.676.jpg	RJA-744	manual	approved
ocr_dataset/unlabeled/plate_20260826_134437_915157_conf0.472.jpg	TFG-599	manual	approved
ocr_dataset/unlabeled/plate_20260826_134448_935586_conf0.656.jpg	AIEM-905	manual	approved
