sample_id,plate,split,perturbation,image_path,mask_path,width,height,n_chars
train_000020_glare_HBJ010,HBJ010,train,glare,images/train_000020_glare_HBJ010.png,masks/train_000020_glare_HBJ010_mask.png,240,80,6
train_000021_touch_SDP215,SDP215,train,touch,images/train_000021_touch_SDP215.png,masks/train_000021_touch_SDP215_mask.png,240,80,6
train_000022_broken_SHQ882,SHQ882,train,broken,images/train_000022_broken_SHQ882.png,masks/train_000022_broken_SHQ882_mask.png,240,80,6
train_000023_threshold_RBF768,RBF768,train,threshold,images/train_000023_threshold_RBF768.png,masks/train_000023_threshold_RBF768_mask.png,240,80,6
train_000024_perspective_WBK781,WBK781,train,perspective,images/train_000024_perspective_WBK781.png,masks/train_000024_perspective_WBK781_mask.png,240,80,6
train_000025_compression_VCW593,VCW593,train,compression,images/train_000025_compression_VCW593.png,masks/train_000025_compression_VCW593_mask.png,240,80,6
train_000026_combo_YZF986,YZF986,train,combo,images/train_000026_combo_YZF986.png,masks/train_000026_combo_YZF986_mask.png,240,80,6
train_000027_clean_LEJ097,LEJ097,train,clean,images/train_000027_clean_LEJ097.png,masks/train_000027_clean_LEJ097_mask.png,240,80,6
train_000028_blur_QXI039,QXI039,train,blur,images/train_000028_blur_QXI039.png,masks/train_000028_blur_QXI039_mask.png,240,80,6
train_000029_glare_PUR058,PUR058,train,glare,images/train_000029_glare_PUR058.png,masks/train_000029_glare_PUR058_mask.png,240,80,6
train_000030_touch_EKA234,EKA234,train,touch,images/train_000030_touch_EKA234.png,masks/train_000030_touch_EKA234_mask.png,240,80,6
train_000031_broken_QRT220,QRT220,train,broken,images/train_000031_broken_QRT220.png,masks/train_000031_broken_QRT220_mask.png,240,80,6
train_000032_threshold_OGH773,OGH773,train,threshold,images/train_000032_threshold_OGH773.png,masks/train_000032_threshold_OGH773_mask.png,240,80,6
train_000033_perspective_HKW350,HKW350,train,perspective,images/train_000033_perspective_HKW350.png,masks/train_000033_perspective_HKW350_mask.png,240,80,6
train_000034_compression_UZN868,UZN868,train,compression,images/train_000034_compression_UZN868.png,masks/train_000034_compression_UZN868_mask.png,240,80,6
train_000035_combo_WXV197,WXV197,train,combo,images/train_000035_combo_WXV197.png,masks/train_000035_combo_WXV197_mask.png,240,80,6
train_000036_clean_TJW813,TJW813,train,clean,images/train_000036_clean_TJW813.png,masks/train_000036_clean_TJW813_mask.png,240,80,6
train_000037_blur_VJO271,VJO271,train,blur,images/train_000037_blur_VJO271.png,masks/train_000037_blur_VJO271_mask.png,240,80,6
train_000038_glare_ZNK556,ZNK556,train,glare,images/train_000038_glare_ZNK556.png,masks/train_000038_glare_ZNK556_mask.png,240,80,6
train_000039_touch_HYS227,HYS227,train,touch,images/train_000039_touch_HYS227.png,masks/train_000039_touch_HYS227_mask.png,240,80,6
train_000040_broken_TJQ269,TJQ269,train,broken,images/train_000040_broken_TJQ269.png,masks/train_000040_broken_TJQ269_mask.png,240,80,6
train_000041_threshold_LNS875,LNS875,train,threshold,images/train_000041_threshold_LNS875.png,masks/train_000041_threshold_LNS875_mask.png,240,80,6
train_000042_perspective_ARY427,ARY427,train,perspective,images/train_000042_perspective_ARY427.png,masks/train_000042_perspective_ARY427_mask.png,240,80,6
train_000043_compression_FUS584,FUS584,train,compression,images/train_000043_compression_FUS584.png,masks/train_000043_compression_FUS584_mask.png,240,80,6
train_000044_combo_BPU683,BPU683,train,combo,images/train_000044_combo_BPU683.png,masks/train_000044_combo_BPU683_mask.png,240,80,6
train_000045_clean_YSX028,YSX028,train,clean,images/train_000045_clean_YSX028.png,masks/train_000045_clean_YSX028_mask.png,240,80,6
train_000046_blur_IJQ478,IJQ478,train,blur,images/train_000046_blur_IJQ478.png,masks/train_000046_blur_IJQ478_mask.png,240,80,6
train_000047_glare_BUB259,BUB259,train,glare,images/train_000047_glare_BUB259.png,masks/train_000047_glare_BUB259_mask.png,240,80,6
train_000048_touch_KPH240,KPH240,train,touch,images/train_000048_touch_KPH240.png,masks/train_000048_touch_KPH240_mask.png,240,80,6
train_000049_broken_UAD381,UAD381,train,broken,images/train_000049_broken_UAD381.png,masks/train_000049_broken_UAD381_mask.png,240,80,6
train_000050_threshold_LHQ910,LHQ910,train,threshold,images/train_000050_threshold_LHQ910.png,masks/train_000050_threshold_LHQ910_mask.png,240,80,6
train_000051_perspective_TRH004,TRH004,train,perspective,images/train_000051_perspective_TRH004.png,masks/train_000051_perspective_TRH004_mask.png,240,80,6
train_000052_compression_ORI484,ORI484,train,compression,images/train_000052_compression_ORI484.png,masks/train_000052_compression_ORI484_mask.png,240,80,6
train_000053_combo_DRN520,DRN520,train,combo,images/train_000053_combo_DRN520.png,masks/train_000053_combo_DRN520_mask.png,240,80,6
train_000054_clean_BSB214,BSB214,train,clean,images/train_000054_clean_BSB214.png,masks/train_000054_clean_BSB214_mask.png,240,80,6
train_000055_blur_NGP140,NGP140,train,blur,images/train_000055_blur_NGP140.png,masks/train_000055_blur_NGP140_mask.png,240,80,6
train_000056_glare_BKO415,BKO415,train,glare,images/train_000056_glare_BKO415.png,masks/train_000056_glare_BKO415_mask.png,240,80,6
train_000057_touch_KFJ041,KFJ041,train,touch,images/train_000057_touch_KFJ041.png,masks/train_000057_touch_KFJ041_mask.png,240,80,6
train_000058_broken_ATB175,ATB175,train,broken,images/train_000058_broken_ATB175.png,masks/train_000058_broken_ATB175_mask.png,240,80,6
train_000059_threshold_YXW460,YXW460,train,threshold,images/train_000059_threshold_YXW460.png,masks/train_000059_threshold_YXW460_mask.png,240,80,6
train_000060_perspective_OAH262,OAH262,train,perspective,images/train_000060_perspective_OAH262.png,masks/train_000060_perspective_OAH262_mask.png,240,80,6
train_000061_compression_AID307,AID307,train,compression,images/train_000061_compression_AID307.png,masks/train_000061_compression_AID307_mask.png,240,80,6
train_000062_combo_VCH349,VCH349,train,combo,images/train_000062_combo_VCH349.png,masks/train_000062_combo_VCH349_mask.png,240,80,6
train_000063_clean_GYZ941,GYZ941,train,clean,images/train_000063_clean_GYZ941.png,masks/train_000063_clean_GYZ941_mask.png,240,80,6
train_000064_blur_FGW700,FGW700,train,blur,images/train_000064_blur_FGW700.png,masks/train_000064_blur_FGW700_mask.png,240,80,6
train_000065_glare_KCT431,KCT431,train,glare,images/train_000065_glare_KCT431.png,masks/train_000065_glare_KCT431_mask.png,240,80,6
train_000066_touch_WXU033,WXU033,train,touch,images/train_000066_touch_WXU033.png,masks/train_000066_touch_WXU033_mask.png,240,80,6
train_000067_broken_NGL583,NGL583,train,broken,images/train_000067_broken_NGL583.png,masks/train_000067_broken_NGL583_mask.png,240,80,6
train_000068_threshold_NIU598,NIU598,train,threshold,images/train_000068_threshold_NIU598.png,masks/train_000068_threshold_NIU598_mask.png,240,80,6
train_000069_perspective_SCZ328,SCZ328,train,perspective,images/train_000069_perspective_SCZ328.png,masks/train_000069_perspective_SCZ328_mask.png,240,80,6
train_000070_compression_KOC253,KOC253,train,compression,images/train_000070_compression_KOC253.png,masks/train_000070_compression_KOC253_mask.png,240,80,6
train_000071_combo_GOO486,GOO486,train,combo,images/train_000071_combo_GOO486.png,masks/train_000071_combo_GOO486_mask.png,240,80,6
train_000072_clean_UCQ186,UCQ186,train,clean,images/train_000072_clean_UCQ186.png,masks/train_000072_clean_UCQ186_mask.png,240,80,6
train_000073_blur_UGO278,UGO278,train,blur,images/train_000073_blur_UGO278.png,masks/train_000073_blur_UGO278_mask.png,240,80,6
train_000074_glare_JCI560,JCI560,train,glare,images/train_000074_glare_JCI560.png,masks/train_000074_glare_JCI560_mask.png,240,80,6
train_000075_touch_WWQ672,WWQ672,train,touch,images/train_000075_touch_WWQ672.png,masks/train_000075_touch_WWQ672_mask.png,240,80,6
train_000076_broken_VNE405,VNE405,train,broken,images/train_000076_broken_VNE405.png,masks/train_000076_broken_VNE405_mask.png,240,80,6
train_000077_threshold_JWX541,JWX541,train,threshold,images/train_000077_threshold_JWX541.png,masks/train_000077_threshold_JWX541_mask.png,240,80,6
train_000078_perspective_KQK651,KQK651,train,perspective,images/train_000078_perspective_KQK651.png,masks/train_000078_perspective_KQK651_mask.png,240,80,6
train_000079_compression_BVC751,BVC751,train,compression,images/train_000079_compression_BVC751.png,masks/train_000079_compression_BVC751_mask.png,240,80,6
train_000080_combo_XXG163,XXG163,train,combo,images/train_000080_combo_XXG163.png,masks/train_000080_combo_XXG163_mask.png,240,80,6
train_000081_clean_FRU969,FRU969,train,clean,images/train_000081_clean_FRU969.png,masks/train_000081_clean_FRU969_mask.png,240,80,6
train_000082_blur_KWQ339,KWQ339,train,blur,images/train_000082_blur_KWQ339.png,masks/train_000082_blur_KWQ339_mask.png,240,80,6
train_000083_glare_KKE188,KKE188,train,glare,images/train_000083_glare_KKE188.png,masks/train_000083_glare_KKE188_mask.png,240,80,6
train_000084_touch_OMU173,OMU173,train,touch,images/train_000084_touch_OMU173.png,masks/train_000084_touch_OMU173_mask.png,240,80,6
train_000085_broken_TSK743,TSK743,train,broken,images/train_000085_broken_TSK743.png,masks/train_000085_broken_TSK743_mask.png,240,80,6
train_000086_threshold_XXU762,XXU762,train,threshold,images/train_000086_threshold_XXU762.png,masks/train_000086_threshold_XXU762_mask.png,240,80,6
train_000087_perspective_WON791,WON791,train,perspective,images/train_000087_perspective_WON791.png,masks/train_000087_perspective_WON791_mask.png,240,80,6
train_000088_compression_ZYX162,ZYX162,train,compression,images/train_000088_compression_ZYX162.png,masks/train_000088_compression_ZYX162_mask.png,240,80,6
train_000089_combo_CGY289,CGY289,train,combo,images/train_000089_combo_CGY289.png,masks/train_000089_combo_CGY289_mask.png,240,80,6
train_000090_clean_UGF987,UGF987,train,clean,images/train_000090_clean_UGF987.png,masks/train_000090_clean_UGF987_mask.png,240,80,6
train_000091_blur_FFF170,FFF170,train,blur,images/train_000091_blur_FFF170.png,masks/train_000091_blur_FFF170_mask.png,240,80,6
train_000092_glare_JQY481,JQY481,train,glare,images/train_000092_glare_JQY481.png,masks/train_000092_glare_JQY481_mask.png,240,80,6
train_000093_touch_VNQ740,VNQ740,train,touch,images/train_000093_touch_VNQ740.png,masks/train_000093_touch_VNQ740_mask.png,240,80,6
train_000094_broken_UED578,UED578,train,broken,images/train_000094_broken_UED578.png,masks/train_000094_broken_UED578_mask.png,240,80,6
train_000095_threshold_HZG441,HZG441,train,threshold,images/train_000095_threshold_HZG441.png,masks/train_000095_threshold_HZG441_mask.png,240,80,6
train_000096_perspective_GRO402,GRO402,train,perspective,images/train_000096_perspective_GRO402.png,masks/train_000096_perspective_GRO402_mask.png,240,80,6
train_000097_compression_QNP888,QNP888,train,compression,images/train_000097_compression_QNP888.png,masks/train_000097_compression_QNP888_mask.png,240,80,6
train_000098_combo_COF347,COF347,train,combo,images/train_000098_combo_COF347.png,masks/train_000098_combo_COF347_mask.png,240,80,6
train_000099_clean_PPF346,PPF346,train,clean,images/train_000099_clean_PPF346.png,masks/train_000099_clean_PPF346_mask.png,240,80,6
train_000100_blur_GAZ449,GAZ449,train,blur,images/train_000100_blur_GAZ449.png,masks/train_000100_blur_GAZ449_mask.png,240,80,6
train_000101_glare_LCR235,LCR235,train,glare,images/train_000101_glare_LCR235.png,masks/train_000101_glare_LCR235_mask.png,240,80,6
train_000102_touch_MFA312,MFA312,train,touch,images/train_000102_touch_MFA312.png,masks/train_000102_touch_MFA312_mask.png,240,80,6
train_000103_broken_TGA008,TGA008,train,broken,images/train_000103_broken_TGA008.png,masks/train_000103_broken_TGA008_mask.png,240,80,6
train_000104_threshold_RQG702,RQG702,train,threshold,images/train_000104_threshold_RQG702.png,masks/train_000104_threshold_RQG702_mask.png,240,80,6
train_000105_perspective_BMR141,BMR141,train,perspective,images/train_000105_perspective_BMR141.png,masks/train_000105_perspective_BMR141_mask.png,240,80,6
train_000106_compression_WVN339,WVN339,train,compression,images/train_000106_compression_WVN339.png,masks/train_000106_compression_WVN339_mask.png,240,80,6
train_000107_combo_PMA238,PMA238,train,combo,images/train_000107_combo_PMA238.png,masks/train_000107_combo_PMA238_mask.png,240,80,6
train_000108_clean_IQS853,IQS853,train,clean,images/train_000108_clean_IQS853.png,masks/train_000108_clean_IQS853_mask.png,240,80,6
train_000109_blur_GIO889,GIO889,train,blur,images/train_000109_blur_GIO889.png,masks/train_000109_blur_GIO889_mask.png,240,80,6
train_000110_glare_BAH751,BAH751,train,glare,images/train_000110_glare_BAH751.png,masks/train_000110_glare_BAH751_mask.png,240,80,6
train_000111_touch_RTE694,RTE694,train,touch,images/train_000111_touch_RTE694.png,masks/train_000111_touch_RTE694_mask.png,240,80,6
train_000112_broken_NVC861,NVC861,train,broken,images/train_000112_broken_NVC861.png,masks/train_000112_broken_NVC861_mask.png,240,80,6
train_000113_threshold_DMF532,DMF532,train,threshold,images/train_000113_threshold_DMF532.png,masks/train_000113_threshold_DMF532_mask.png,240,80,6
train_000114_perspective_FXS324,FXS324,train,perspective,images/train_000114_perspective_FXS324.png,masks/train_000114_perspective_FXS324_mask.png,240,80,6
train_000115_compression_MBA492,MBA492,train,compression,images/train_000115_compression_MBA492.png,masks/train_000115_compression_MBA492_mask.png,240,80,6
train_000116_combo_YKQ906,YKQ906,train,combo,images/train_000116_combo_YKQ906.png,masks/train_000116_combo_YKQ906_mask.png,240,80,6
train_000117_clean_YUD312,YUD312,train,clean,images/train_000117_clean_YUD312.png,masks/train_000117_clean_YUD312_mask.png,240,80,6
train_000118_blur_JUZ823,JUZ823,train,blur,images/train_000118_blur_JUZ823.png,masks/train_000118_blur_JUZ823_mask.png,240,80,6
train_000119_glare_GNR105,GNR105,train,glare,images/train_000119_glare_GNR105.png,masks/train_000119_glare_GNR105_mask.png,240,80,6
train_000120_touch_WQZ320,WQZ320,train,touch,images/train_000120_touch_WQZ320.png,masks/train_000120_touch_WQZ320_mask.png,240,80,6
train_000121_broken_YWU909,YWU909,train,broken,images/train_000121_broken_YWU909.png,masks/train_000121_broken_YWU909_mask.png,240,80,6
train_000122_threshold_AAG199,AAG199,train,threshold,images/train_000122_threshold_AAG199.png,masks/train_000122_threshold_AAG199_mask.png,240,80,6
train_000123_perspective_OJS646,OJS646,train,perspective,images/train_000123_perspective_OJS646.png,masks/train_000123_perspective_OJS646_mask.png,240,80,6
train_000124_compression_JBO647,JBO647,train,compression,images/train_000124_compression_JBO647.png,masks/train_000124_compression_JBO647_mask.png,240,80,6
train_000125_combo_WLU125,WLU125,train,combo,images/train_000125_combo_WLU125.png,masks/train_000125_combo_WLU125_mask.png,240,80,6
train_000126_clean_MID388,MID388,train,clean,images/train_000126_clean_MID388.png,masks/train_000126_clean_MID388_mask.png,240,80,6
train_000127_blur_DNL593,DNL593,train,blur,images/train_000127_blur_DNL593.png,masks/train_000127_blur_DNL593_mask.png,240,80,6
train_000128_glare_HOD988,HOD988,train,glare,images/train_000128_glare_HOD988.png,masks/train_000128_glare_HOD988_mask.png,240,80,6
train_000129_touch_SEL468,SEL468,train,touch,images/train_000129_touch_SEL468.png,masks/train_000129_touch_SEL468_mask.png,240,80,6
train_000130_broken_DPH966,DPH966,train,broken,images/train_000130_broken_DPH966.png,masks/train_000130_broken_DPH966_mask.png,240,80,6
train_000131_threshold_YEA261,YEA261,train,threshold,images/train_000131_threshold_YEA261.png,masks/train_000131_threshold_YEA261_mask.png,240,80,6
train_000132_perspective_TQW061,TQW061,train,perspective,images/train_000132_perspective_TQW061.png,masks/train_000132_perspective_TQW061_mask.png,240,80,6
train_000133_compression_ROM524,ROM524,train,compression,images/train_000133_compression_ROM524.png,masks/train_000133_compression_ROM524_mask.png,240,80,6
train_000134_combo_MVF704,MVF704,train,combo,images/train_000134_combo_MVF704.png,masks/train_000134_combo_MVF704_mask.png,240,80,6
train_000135_clean_WPJ033,WPJ033,train,clean,images/train_000135_clean_WPJ033.png,masks/train_000135_clean_WPJ033_mask.png,240,80,6
train_000136_blur_HOY105,HOY105,train,blur,images/train_000136_blur_HOY105.png,masks/train_000136_blur_HOY105_mask.png,240,80,6
train_000137_glare_WAZ622,WAZ622,train,glare,images/train_000137_glare_WAZ622.png,masks/train_000137_glare_WAZ622_mask.png,240,80,6
train_000138_touch_IXX260,IXX260,train,touch,images/train_000138_touch_IXX260.png,masks/train_000138_touch_IXX260_mask.png,240,80,6
train_000139_broken_UNP159,UNP159,train,broken,images/train_000139_broken_UNP159.png,masks/train_000139_broken_UNP159_mask.png,240,80,6
train_000140_threshold_XAA563,XAA563,train,threshold,images/train_000140_threshold_XAA563.png,masks/train_000140_threshold_XAA563_mask.png,240,80,6
train_000141_perspective_WNM048,WNM048,train,perspective,images/train_000141_perspective_WNM048.png,masks/train_000141_perspective_WNM048_mask.png,240,80,6
train_000142_compression_WSP677,WSP677,train,compression,images/train_000142_compression_WSP677.png,masks/train_000142_compression_WSP677_mask.png,240,80,6
train_000143_combo_WES052,WES052,train,combo,images/train_000143_combo_WES052.png,masks/train_000143_combo_WES052_mask.png,240,80,6
train_000144_clean_XYF751,XYF751,train,clean,images/train_000144_clean_XYF751.png,masks/train_000144_clean_XYF751_mask.png,240,80,6
train_000145_blur_UPH465,UPH465,train,blur,images/train_000145_blur_UPH465.png,masks/train_000145_blur_UPH465_mask.png,240,80,6
train_000146_glare_MYT243,MYT243,train,glare,images/train_000146_glare_MYT243.png,masks/train_000146_glare_MYT243_mask.png,240,80,6
train_000147_touch_VFW261,VFW261,train,touch,images/train_000147_touch_VFW261.png,masks/train_000147_touch_VFW261_mask.png,240,80,6
train_000148_broken_QHI425,QHI425,train,broken,images/train_000148_broken_QHI425.png,masks/train_000148_broken_QHI425_mask.png,240,80,6
train_000149_threshold_OIK055,OIK055,train,threshold,images/train_000149_threshold_OIK055.png,masks/train_000149_threshold_OIK055_mask.png,240,80,6
train_000150_perspective_NEX345,NEX345,train,perspective,images/train_000150_perspective_NEX345.png,masks/train_000150_perspective_NEX345_mask.png,240,80,6
train_000151_compression_FTU878,FTU878,train,compression,images/train_000151_compression_FTU878.png,masks/train_000151_compression_FTU878_mask.png,240,80,6
train_000152_combo_SMK072,SMK072,train,combo,images/train_000152_combo_SMK072.png,masks/train_000152_combo_SMK072_mask.png,240,80,6
train_000153_clean_XMZ041,XMZ041,train,clean,images/train_000153_clean_XMZ041.png,masks/train_000153_clean_XMZ041_mask.png,240,80,6
train_000154_blur_MAR146,MAR146,train,blur,images/train_000154_blur_MAR146.png,masks/train_000154_blur_MAR146_mask.png,240,80,6
train_000155_glare_SXS967,SXS967,train,glare,images/train_000155_glare_SXS967.png,masks/train_000155_glare_SXS967_mask.png,240,80,6
train_000156_touch_RWE074,RWE074,train,touch,images/train_000156_touch_RWE074.png,masks/train_000156_touch_RWE074_mask.png,240,80,6
train_000157_broken_LCK436,LCK436,train,broken,images/train_000157_broken_LCK436.png,masks/train_000157_broken_LCK436_mask.png,240,80,6
train_000158_threshold_DUA876,DUA876,train,threshold,images/train_000158_threshold_DUA876.png,masks/train_000158_threshold_DUA876_mask.png,240,80,6
train_000159_perspective_RCS986,RCS986,train,perspective,images/train_000159_perspective_RCS986.png,masks/train_000159_perspective_RCS986_mask.png,240,80,6
train_000160_compression_PDY503,PDY503,train,compression,images/train_000160_compression_PDY503.png,masks/train_000160_compression_PDY503_mask.png,240,80,6
train_000161_combo_PUS224,PUS224,train,combo,images/train_000161_combo_PUS224.png,masks/train_000161_combo_PUS224_mask.png,240,80,6
train_000162_clean_XYR799,XYR799,train,clean,images/train_000162_clean_XYR799.png,masks/train_000162_clean_XYR799_mask.png,240,80,6
train_000163_blur_DKE991,DKE991,train,blur,images/train_000163_blur_DKE991.png,masks/train_000163_blur_DKE991_mask.png,240,80,6
train_000164_glare_MKV427,MKV427,train,glare,images/train_000164_glare_MKV427.png,masks/train_000164_glare_MKV427_mask.png,240,80,6
train_000165_touch_NZQ181,NZQ181,train,touch,images/train_000165_touch_NZQ181.png,masks/train_000165_touch_NZQ181_mask.png,240,80,6
train_000166_broken_EKK895,EKK895,train,broken,images/train_000166_broken_EKK895.png,masks/train_000166_broken_EKK895_mask.png,240,80,6
train_000167_threshold_TDP538,TDP538,train,threshold,images/train_000167_threshold_TDP538.png,masks/train_000167_threshold_TDP538_mask.png,240,80,6
train_000168_perspective_CBX987,CBX987,train,perspective,images/train_000168_perspective_CBX987.png,masks/train_000168_perspective_CBX987_mask.png,240,80,6
train_000169_compression_YLZ545,YLZ545,train,compression,images/train_000169_compression_YLZ545.png,masks/train_000169_compression_YLZ545_mask.png,240,80,6
train_000170_combo_IML089,IML089,train,combo,images/train_000170_combo_IML089.png,masks/train_000170_combo_IML089_mask.png,240,80,6
train_000171_clean_YSL030,YSL030,train,clean,images/train_000171_clean_YSL030.png,masks/train_000171_clean_YSL030_mask.png,240,80,6
train_000172_blur_YLT578,YLT578,train,blur,images/train_000172_blur_YLT578.png,masks/train_000172_blur_YLT578_mask.png,240,80,6
train_000173_glare_KQU954,KQU954,train,glare,images/train_000173_glare_KQU954.png,masks/train_000173_glare_KQU954_mask.png,240,80,6
train_000174_touch_UQN521,UQN521,train,touch,images/train_000174_touch_UQN521.png,masks/train_000174_touch_UQN521_mask.png,240,80,6
train_000175_broken_STS314,STS314,train,broken,images/train_000175_broken_STS314.png,masks/train_000175_broken_STS314_mask.png,240,80,6
train_000176_threshold_KFP727,KFP727,train,threshold,images/train_000176_threshold_KFP727.png,masks/train_000176_threshold_KFP727_mask.png,240,80,6
train_000177_perspective_LVO765,LVO765,train,perspective,images/train_000177_perspective_LVO765.png,masks/train_000177_perspective_LVO765_mask.png,240,80,6
train_000178_compression_BMN705,BMN705,train,compression,images/train_000178_compression_BMN705.png,masks/train_000178_compression_BMN705_mask.png,240,80,6
train_000179_combo_VMT791,VMT791,train,combo,images/train_000179_combo_VMT791.png,masks/train_000179_combo_VMT791_mask.png,240,80,6
train_000180_clean_JSI679,JSI679,train,clean,images/train_000180_clean_JSI679.png,masks/train_000180_clean_JSI679_mask.png,240,80,6
train_000181_blur_RZJ967,RZJ967,train,blur,images/train_000181_blur_RZJ967.png,masks/train_000181_blur_RZJ967_mask.png,240,80,6
train_000182_glare_JIU734,JIU734,train,glare,images/train_000182_glare_JIU734.png,masks/train_000182_glare_JIU734_mask.png,240,80,6
train_000183_touch_DKN980,DKN980,train,touch,images/train_000183_touch_DKN980.png,masks/train_000183_touch_DKN980_mask.png,240,80,6
train_000184_broken_RRG499,RRG499,train,broken,images/train_000184_broken_RRG499.png,masks/train_000184_broken_RRG499_mask.png,240,80,6
train_000185_threshold_DNV010,DNV010,train,threshold,images/train_000185_threshold_DNV010.png,masks/train_000185_threshold_DNV010_mask.png,240,80,6
train_000186_perspective_VVA990,VVA990,train,perspective,images/train_000186_perspective_VVA990.png,masks/train_000186_perspective_VVA990_mask.png,240,80,6
train_000187_compression_NXT221,NXT221,train,compression,images/train_000187_compression_NXT221.png,masks/train_000187_compression_NXT221_mask.png,240,80,6
train_000188_combo_LNC274,LNC274,train,combo,images/train_000188_combo_LNC274.png,masks/train_000188_combo_LNC274_mask.png,240,80,6
train_000189_clean_BDX897,BDX897,train,clean,images/train_000189_clean_BDX897.png,masks/train_000189_clean_BDX897_mask.png,240,80,6
train_000190_blur_CKT424,CKT424,train,blur,images/train_000190_blur_CKT424.png,masks/train_000190_blur_CKT424_mask.png,240,80,6
train_000191_glare_INN419,INN419,train,glare,images/train_000191_glare_INN419.png,masks/train_000191_glare_INN419_mask.png,240,80,6
train_000192_touch_CFF104,CFF104,train,touch,images/train_000192_touch_CFF104.png,masks/train_000192_touch_CFF104_mask.png,240,80,6
train_000193_broken_FHB480,FHB480,train,broken,images/train_000193_broken_FHB480.png,masks/train_000193_broken_FHB480_mask.png,240,80,6
train_000194_threshold_EHJ333,EHJ333,train,threshold,images/train_000194_threshold_EHJ333.png,masks/train_000194_threshold_EHJ333_mask.png,240,80,6
train_000195_perspective_JHP132,JHP132,train,perspective,images/train_000195_perspective_JHP132.png,masks/train_000195_perspective_JHP132_mask.png,240,80,6
train_000196_compression_JEQ028,JEQ028,train,compression,images/train_000196_compression_JEQ028.png,masks/train_000196_compression_JEQ028_mask.png,240,80,6
train_000197_combo_PYP005,PYP005,train,combo,images/train_000197_combo_PYP005.png,masks/train_000197_combo_PYP005_mask.png,240,80,6
train_000198_clean_ERJ070,ERJ070,train,clean,images/train_000198_clean_ERJ070.png,masks/train_000198_clean_ERJ070_mask.png,240,80,6
train_000199_blur_EMA024,EMA024,train,blur,images/train_000199_blur_EMA024.png,masks/train_000199_blur_EMA024_mask.png,240,80,6
train_000200_glare_TZL308,TZL308,train,glare,images/train_000200_glare_TZL308.png,masks/train_000200_glare_TZL308_mask.png,240,80,6
train_000201_touch_WRS372,WRS372,train,touch,images/train_000201_touch_WRS372.png,masks/train_000201_touch_WRS372_mask.png,240,80,6
train_000202_broken_TUY145,TUY145,train,broken,images/train_000202_broken_TUY145.png,masks/train_000202_broken_TUY145_mask.png,240,80,6
